,Year,Country,Activity,Age,Species ,Sex,Species
2962,1982,SOUTH AFRICA,Surfing,16,"Believed to involve a 2.8 m [9'3""] white shark",M,"Believed to involve a 2.8 m [9'3""] white shark"
2963,1982,USA,Surfing,20,1.5 m [5'] shark,M,1.5 m [5'] shark
2964,1982,USA,Diving,36,White shark,M,White shark
2965,1982,USA,Free diving for abalone from Zodiac (submerged),28,5 m to 6 m [16.5' to 20'] white shark,M,5 m to 6 m [16.5' to 20'] white shark
2968,1982,USA,Surfing,17,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,M,Questionable incident; reported as shark attack but thought to involve a pinniped instead 
2971,1982,SOUTH AFRICA,Boogie boarding,20,Invalid,M,Invalid
2972,1982,SOUTH AFRICA,Paddleskiing,38,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",M,"2.4 m [8'] white shark, species identity confirmed by tooth fragment"
2973,1982,USA,Paddle Boarding,26,4.5 m to 5.5 m [14.7' to 18'] white shark,M,4.5 m to 5.5 m [14.7' to 18'] white shark
2974,1982,USA,Swimming,17,0.9 m to 1.2 m [3' to 4'] shark,M,0.9 m to 1.2 m [3' to 4'] shark
2975,1982,USA,Swimming,43,"Reported as a shark attack, the story was a hoax",M,"Reported as a shark attack, the story was a hoax"
2978,1982,SOUTH AFRICA,Surfing,27,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",M,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard"
2979,1982,USA,Swimming,20,5' shark,M,5' shark
2980,1982,BAHAMAS,Spearfishing ,19,"Lemon shark, 2 m [6'9""]",M,"Lemon shark, 2 m [6'9""]"
2987,1982,AUSTRALIA,Spearfishing,32,5.5 m [18''] white shark,M,5.5 m [18''] white shark
2988,1982,USA,Surfing,18,4' to 5' shark,M,4' to 5' shark
2995,1982,SOUTH AFRICA,Swimming,20,Raggedtooth shark,M,Raggedtooth shark
2999,1981,USA,Surfing,24,7 m [23'] white shark,M,7 m [23'] white shark
3004,1981,USA,Diving to untangle a crab trap line from boat's propeller,59,"2.1 m [7'] shark with ""a very flat head” that had followed the boat for 3 days",M,"2.1 m [7'] shark with ""a very flat head” that had followed the boat for 3 days"
3005,1981,USA,Swimming,19,1.8 m to 2.4 m [6' to 8'] shark,M,1.8 m to 2.4 m [6' to 8'] shark
3008,1981,USA,Surfing,24,6' shark,M,6' shark
3011,1981,USA,Swimming,26,Said to involve a tiger shark or a hammerhead shark,M,Said to involve a tiger shark or a hammerhead shark
3014,1981,USA,Surfing,15,6' shark,M,6' shark
3015,1981,USA,Spearfishing,19,"1.8 m [6'] shark, species identity questionable",M,"1.8 m [6'] shark, species identity questionable"
3019,1981,BAHAMAS,Snorkeling on surface,53,Mako shark (tooth fragments recovered),M,Mako shark (tooth fragments recovered)
3020,1981,USA,Swimming,16,"""sandshark""",F,"""sandshark"""
3021,1981,SOUTH AFRICA,Surfing,32,Possibly a  1.8 m [6'] Zambezi shark,M,Possibly a  1.8 m [6'] Zambezi shark
3027,1981,SOUTH KOREA,Shell diving,27,6 m  white shark,F,6 m  white shark
3028,1981,SOUTH AFRICA,Surfing,27,Raggedtooth shark,M,Raggedtooth shark
3031,1981,SOUTH AFRICA,Surfing,19,"Raggedtooth shark, 2.5 m [8.25'] ",M,"Raggedtooth shark, 2.5 m [8.25'] "
3034,1981,SOUTH AFRICA,Surfing,24,"Tiger shark, 2.1 m [7']",M,"Tiger shark, 2.1 m [7']"
3035,1981,USA,Standing / Wading,19,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",M,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark"
3036,1981,USA,Surfing,24,C. maculpinnis or C. limbatus,M,C. maculpinnis or C. limbatus
3039,1981,SOUTH AFRICA,Swimming,30,Juvenile dusky or blacktip shark,M,Juvenile dusky or blacktip shark
3042,1981,USA,Surfing,15,1.8 m to 2.4 m [6' to 8'] hammerhead shark,M,1.8 m to 2.4 m [6' to 8'] hammerhead shark
3044,1981,USA,Commercial spearfishing,25,Tiger shark,M,Tiger shark
3045,1981,SOUTH AFRICA,Swimming,23,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
3046,1981,AUSTRALIA,Surf-skiing,27,"Tiger shark, 2.5 m ",M,"Tiger shark, 2.5 m "
3048,1980,SOUTH AFRICA,Paddleskiing,25,3.5 m [11.5'] shark,M,3.5 m [11.5'] shark
3050,1980,REUNION,Spearfishing,22,1.8 m [6'] white shark,M,1.8 m [6'] white shark
3054,1980,USA,Surfing,29,4 m to 5 m [13' to 16.5'] white shark,M,4 m to 5 m [13' to 16.5'] white shark
3055,1980,USA,Surfing,19,4 m to 5 m [13' to 16.5'] white shark,M,4 m to 5 m [13' to 16.5'] white shark
3061,1980,USA,Standing,22,4' to 8' shark,F,4' to 8' shark
3064,1980,USA,Scuba diving,44,Blue shark,F,Blue shark
3065,1980,SOUTH AFRICA,Surfing,22,1.8 m [6'] shark,M,1.8 m [6'] shark
3068,1980,MEXICO,Body surfing,13,Tiger shark,F,Tiger shark
3069,1980,SOUTH AFRICA,Free diving,52,Tiger shark,M,Tiger shark
3072,1980,SOUTH AFRICA,Fishing,61,1.5 m [5'] hammerhead shark,M,1.5 m [5'] hammerhead shark
3073,1980,SOUTH AFRICA,Body boarding,24,"2.8 m [9'3""] white shark",M,"2.8 m [9'3""] white shark"
3074,1980,KENYA,Spearfishing,29,2.2 m shark,M,2.2 m shark
3075,1980,SOUTH AFRICA,Spearfishing,29,"2 m [6'9""] Zambesi shark",M,"2 m [6'9""] Zambesi shark"
3077,1980,SOUTH AFRICA,Swimming,25,"Raggedtooth shark, 2 m [6'9""] ",M,"Raggedtooth shark, 2 m [6'9""] "
3079,1980,NORTH ATLANTIC OCEAN,Gaffing netted shark,34,1.8 m [6'] dogfish,M,1.8 m [6'] dogfish
3081,1980,SOUTH AFRICA,Spearfishing,20,Invalid,M,Invalid
3084,1979,PORTUGAL,Spearfishing,19,White shark?,M,White shark?
3085,1979,SOUTH CHINA SEA,Diving,32,6' shark,M,6' shark
3086,1979,USA,Surfing,20,"White shark, 4 m [13'] ",M,"White shark, 4 m [13'] "
3089,1979,AUSTRALIA,Scuba diving,18,"""a small shark""",M,"""a small shark"""
3095,1979,USA,Scuba diving,36,Shark involvement prior to death was not confirmed,M,Shark involvement prior to death was not confirmed
3096,1979,SOUTH AFRICA,Spearfishing,25,"White shark, 2.5 m [8.25']  ",M,"White shark, 2.5 m [8.25']  "
3102,1979,USA,Surfing,27,Blacktip or spinner shark,M,Blacktip or spinner shark
3106,1979,SOUTH AFRICA,"Surfing, collided with shark",19,1.5 m to 2 m [5' to 6.75'] shark,M,1.5 m to 2 m [5' to 6.75'] shark
3109,1978,SOUTH AFRICA,Spearfishing,23,"White shark, 2.3 m [7.5'], tooth fragment recovered",M,"White shark, 2.3 m [7.5'], tooth fragment recovered"
3113,1978,SOUTH AFRICA,Spearfishing,27,"White shark, 3.7 m [12'] ",M,"White shark, 3.7 m [12'] "
3115,1978,AUSTRALIA,Scuba diving for abalone,34,15' shark,M,15' shark
3129,1978,SOUTH AFRICA,Surfing,17,Thought to involve a blacktip shark,M,Thought to involve a blacktip shark
3135,1977,SOUTH AFRICA,Surfing,18,"Tiger shark, 3 m [10']",M,"Tiger shark, 3 m [10']"
3138,1977,SOUTH AFRICA,Spearfishing,25,"White shark, 5 m [16.5'] ",M,"White shark, 5 m [16.5'] "
3139,1977,AUSTRALIA,Surfing,17,White shark,M,White shark
3142,1977,USA,Free diving for abalone (surfacing),20,"White shark, 5.5 m to 6 m [18' to 20']  ",M,"White shark, 5.5 m to 6 m [18' to 20']  "
3143,1977,USA,Wading,17,Shark involvement not confirmed,M,Shark involvement not confirmed
3145,1977,USA,Spearfishing / Scuba diving,27,"Bull shark, 8",M,"Bull shark, 8"
3146,1977,USA,Collecting fish from net,25,"Bull shark, 4' to 5' ",M,"Bull shark, 4' to 5' "
3155,1977,AUSTRALIA,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",24,4 m [13'] shark,M,4 m [13'] shark
3160,1976,USA,Hookah diving for abalone (submerged),29,"White shark, 5.5 m [18'] ",M,"White shark, 5.5 m [18'] "
3161,1976,SOUTH AFRICA,"Thrashing the water / imitating the shark victim from ""Jaws""",19,"White shark, 3 m [10'] k",M,"White shark, 3 m [10'] k"
3163,1976,USA,Surfing,19,2.1 m [7'] lemon shark or bull shark,M,2.1 m [7'] lemon shark or bull shark
3164,1976,SOUTH AFRICA,Swimming,17,Questionable incident,M,Questionable incident
3167,1976,USA,Surfing,25,"White shark, 3 m to 4 m [10' to 13'] ",M,"White shark, 3 m to 4 m [10' to 13'] "
3168,1976,SOUTH AFRICA,Surfing,20,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",M,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment"
3170,1976,AUSTRALIA,"Skindiving,",27,2.7 m  [9'] shark,M,2.7 m  [9'] shark
3174,1976,USA,Surfing,15,"Tiger shark, 6' ",M,"Tiger shark, 6' "
3176,1976,USA,Surfing,19,"White shark, 4.5 m ",M,"White shark, 4.5 m "
3180,1976,USA,Spearfishing,23,6' to 8' shark,M,6' to 8' shark
3181,1976,USA,Skindiving,17,12' to 14' shark,M,12' to 14' shark
3183,1976,ITALY,Fishing,46,"Blue shark, 2m ",M,"Blue shark, 2m "
3195,1976,USA,Spearfishing / scuba diving,25,6' shark,M,6' shark
3199,1975,USA,Scuba diving & spearfishing,27,White shark,M,White shark
3200,1975,AUSTRALIA,Filming & feeding captive sharks,35,"Grey nurse shark, 10' ",M,"Grey nurse shark, 10' "
3201,1975,AUSTRALIA,Standing,20,5' shark,M,5' shark
3202,1975,SOUTH AFRICA,Standing,33,Juvenile dusky shark,M,Juvenile dusky shark
3204,1975,USA,Surfing,18,6' shark,M,6' shark
3206,1975,AUSTRALIA,Surfing,20,Bronze whaler,M,Bronze whaler
3208,1975,SOUTH AFRICA,Paddleskiing,21,1.2 m [4'] shark,M,1.2 m [4'] shark
3209,1975,SOUTH AFRICA,Surfing,19,"White shark, 2.4 m [8']",M,"White shark, 2.4 m [8']"
3210,1975,USA,Floating on a small orange raft ,20,1.5 m [5'] shark,M,1.5 m [5'] shark
3211,1975,USA,Free diving for abalone,44,White shark,M,White shark
3214,1975,AUSTRALIA,Scuba diving for abalone,37,White shark,M,White shark
3216,1975,AUSTRALIA,Surfing,21,12' shark,M,12' shark
3217,1975,USA,Scuba diving for abalone (at surface),23,"White shark, 5.8 m [19'] ",M,"White shark, 5.8 m [19'] "
3218,1975,USA,Hookah diving for abalone,34,"White shark, 5m to 6m",M,"White shark, 5m to 6m"
3219,1975,USA,Swimming,14,1.2 m [4'] shark,F,1.2 m [4'] shark
3220,1975,AUSTRALIA,Spearfishing,29,2.4 m [8'] whaler shark,M,2.4 m [8'] whaler shark
3222,1975,USA,Swimming ,18,4' shark,M,4' shark
3229,1975,ITALY,Scuba diving,37,Invalid,M,Invalid
3234,1975,USA,Floating in inner tube,14,10' shark,M,10' shark
3238,1975,SOUTH AFRICA,Surfing,16,1.5 m [5'] shark,M,1.5 m [5'] shark
3240,1975,AUSTRALIA,Swimming underwater from crayfish cage to a fishing bait,12,"White shark, 3 m [10'] ",M,"White shark, 3 m [10'] "
3241,1975,AUSTRALIA,Crayfishing,45,"Carpet shark, 10' ",M,"Carpet shark, 10' "
3243,1975,SOUTH AFRICA,Fishing,12,"Copper shark, 50-kg [110-b] ",M,"Copper shark, 50-kg [110-b] "
3245,1975,BERMUDA,Spearfishing,25,8' blue shark,M,8' blue shark
3249,1974,USA,Surfing,17,"White shark, 5.5 m to 6 m [18' to 20'] ",M,"White shark, 5.5 m to 6 m [18' to 20'] "
3250,1974,USA,Hookah diving for abalone,29,"White shark, 4 m to 5 m ",M,"White shark, 4 m to 5 m "
3251,1974,ISRAEL,Swimming,20,"Shortfin mako shark, 2.3 m [7.5'] ",F,"Shortfin mako shark, 2.3 m [7.5'] "
3252,1974,USA,Scuba diving (but on surface),41,"White shark, 5 m to 6 m [16.5 to 20'] ",M,"White shark, 5 m to 6 m [16.5 to 20'] "
3253,1974,USA,Scuba diving (but on surface),48,"White shark, 5 m to 6 m [16.5 to 20'] ",M,"White shark, 5 m to 6 m [16.5 to 20'] "
3255,1974,USA,Surfing,24,"White shark, 4.5 m ",M,"White shark, 4.5 m "
3262,1974,USA,Free diving for abalone (submerged),36,"White shark, 5.5 m [18'] ",M,"White shark, 5.5 m [18'] "
3263,1974,USA,Swimming,17,small sharks',M,small sharks'
3264,1974,USA,Adrift after the sinking of the motor yacht Princess Dianne,10,3.7 m [12'] sharks,M,3.7 m [12'] sharks
3266,1974,USA,Free diving (but on surface),45,"White shark, 5 m [16.5']",M,"White shark, 5 m [16.5']"
3268,1974,SOUTH AFRICA,Spearfishing,22,"Raggedtooth shark, 1.5 m [5'] ",M,"Raggedtooth shark, 1.5 m [5'] "
3271,1974,SOUTH AFRICA,Surfing,17,Juvenile dusky shark,M,Juvenile dusky shark
3272,1974,SOUTH AFRICA,Surfing,21,1.8 m [6'] shark,M,1.8 m [6'] shark
3278,1974,SOUTH AFRICA,Sitting,42,"Raggedtooth shark, 1 m ",M,"Raggedtooth shark, 1 m "
3279,1974,AUSTRALIA,Diving for abalone,26,White shark,M,White shark
3280,1974,SOUTH AFRICA,Swimming,33,2 m to 2.5 m [6.75'  to 8.25'] shark,M,2 m to 2.5 m [6.75'  to 8.25'] shark
3294,1973,BAHAMAS,"Free diving, Spearfishing",11,7' to 8' bull shark,M,7' to 8' bull shark
3296,1973,MEXICO,"Free diving, Spearfishing",37,White shark,M,White shark
3299,1973,AUSTRALIA,Surfing,16,12' shark,M,12' shark
3300,1973,USA,Crabbing (spearing crabs),17,1.5 m to 1.8 m [5' to 6']  blacktip shark,M,1.5 m to 1.8 m [5' to 6']  blacktip shark
3305,1973,SOUTH AFRICA,Spearfishing,26,"2 m shark, possibly a dusky or blacktip shark",M,"2 m shark, possibly a dusky or blacktip shark"
3313,1972,MOZAMBIQUE,Swimming,25,2 m to 3 m shark,M,2 m to 3 m shark
3320,1972,AUSTRALIA,Surfing,19,"Bronze whaler shark, 10' ",M,"Bronze whaler shark, 10' "
3325,1972,MOZAMBIQUE,Swimming,20,Questionable incident,F,Questionable incident
3328,1972,AUSTRALIA,Diving for abalone,45,"White shark, 10'",M,"White shark, 10'"
3332,1972,USA,Surfing,22,4.5' shark,M,4.5' shark
3333,1972,USA,Free diving for abalone,32,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",M,"White shark, 4.4 m to 5 m [14.5' to 16.5'] "
3334,1972,FRENCH POLYNESIA,Spearfishing,27,1.5 m grey reef shark,M,1.5 m grey reef shark
3335,1972,WESTERN SAMOA,Swimming,25,Thought to involve a tiger shark,M,Thought to involve a tiger shark
3340,1972,AUSTRALIA,Surfing,18,7' shark,M,7' shark
3343,1972,SOUTH AFRICA,Sitting in shallows,30,Zambesi shark,F,Zambesi shark
3344,1972,MOZAMBIQUE,Standing,24,"White shark, 2.5 m [8.25'] ",M,"White shark, 2.5 m [8.25'] "
3348,1971,SOUTH AFRICA,Swimming,16,"White shark, 3 m [10']rk",F,"White shark, 3 m [10']rk"
3352,1971,USA,Surfing,18,5' to 6' shark,M,5' to 6' shark
3353,1971,SOUTH AFRICA,Swimming,25,1.5 m to 2 m shark,M,1.5 m to 2 m shark
3354,1971,USA,Scuba diving,30,"White shark, 5 m to 6 m [16.5' to 20']  ",M,"White shark, 5 m to 6 m [16.5' to 20']  "
3356,1971,CROATIA,Swimming,34,White shark,M,White shark
3358,1971,AUSTRALIA,Scuba diving & feeding fish,26,"Grey nurse shark, 11'",M,"Grey nurse shark, 11'"
3361,1971,SOUTH AFRICA,Surfing,21,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",M,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board "
3362,1971,BRITISH ISLES,Scuba diving,32,3.6 m  porbeagle shark,M,3.6 m  porbeagle shark
3363,1971,KENYA,Swimming,16,"2 m [6'9""] shark",M,"2 m [6'9""] shark"
3369,1971,NEW ZEALAND,Surfing,16,"White shark, 4.6 m [15'] ",M,"White shark, 4.6 m [15'] "
3371,1971,AUSTRALIA,Surfing,15,White shark,M,White shark
3381,1970,MICRONESIA,Diving,43,1.8 to 2 m C. albimarginatus,M,1.8 to 2 m C. albimarginatus
3382,1970,PALAU,Spearfishing,20,1 m shark,M,1 m shark
3389,1970,USA,Fishing,13,7.5' shark,M,7.5' shark
3390,1970,SOUTH AFRICA,Scuba Diving,25,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",M,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female "
3401,1970,MOZAMBIQUE,Swimming,16,Zambesi shark,M,Zambesi shark
3402,1970,MOZAMBIQUE,Swimming,12,Zambesi shark,M,Zambesi shark
3403,1970,MOZAMBIQUE,Swimming,10,Zambesi shark,M,Zambesi shark
3420,1969,USA,Free diving for abalone,53,"White shark, 4.3 m 4.9 m [14' to 16'] ",M,"White shark, 4.3 m 4.9 m [14' to 16'] "
3424,1969,USA,Body surfing,13,4' shark,M,4' shark
3433,1969,USA,Diving,23,Nurse shark,M,Nurse shark
3439,1969,USA,Surfing,16,"White shark, identified by tooth fragments in surfboard",M,"White shark, identified by tooth fragments in surfboard"
3440,1969,AUSTRALIA,Fishing,49,7-gill shark,M,7-gill shark
3441,1969,AUSTRALIA,Hard hat diving,52,Questionable incident,M,Questionable incident
3446,1968,AUSTRALIA,Feeding mullet to sharks,27,"Grey nurse shark, 10' ",M,"Grey nurse shark, 10' "
3447,1968,NEW ZEALAND,Surfing,17,White shark,M,White shark
3449,1968,SOUTH AFRICA,Spearfishing,28,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']",M,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']"
3451,1968,SOUTH AFRICA,Fishing,22,"90-kg ""blackfin"" shark",M,"90-kg ""blackfin"" shark"
3458,1968,NEW ZEALAND,Spearfishing,24,"White shark, 4.3 m [14'], (tooth fragment recovered)",M,"White shark, 4.3 m [14'], (tooth fragment recovered)"
3463,1968,COLUMBIA,Dynamite fishing,18,2 m shark,M,2 m shark
3464,1968,USA,Free diving,25,"White shark, 4 m [13'] ",M,"White shark, 4 m [13'] "
3466,1968,USA,Spearfishing using Scuba,33,4m [13'] shark,M,4m [13'] shark
3469,1968,BAHAMAS,Spearfishing,17,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark ,M,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark 
3474,1968,USA,Wading,63,Shark involvement not confirmed,M,Shark involvement not confirmed
3476,1968,AUSTRALIA,"Diving. Shark “swallowed’ his hand, so he threw his other around the shark and went “shark-back riding” for 30 yards until the shark opened its jaws",21,"Bronze whaler shark, 1.8 m [6'] ",M,"Bronze whaler shark, 1.8 m [6'] "
3479,1968,SOUTH AFRICA,Wading & pushing dinghy toward  the shallows,35,1.5 m to 1.8m [5' to 6'] shark,M,1.5 m to 1.8m [5' to 6'] shark
3481,1968,USA,Treading water,28,Invalid,M,Invalid
3485,1968,AUSTRALIA,Spearfishing,26,"Bronze whaler shark, 3 m [10'] ",M,"Bronze whaler shark, 3 m [10'] "
3492,1967,SOUTH AFRICA,Surfing,22,1.5 m to 1.8 m [5' to 6'] shark,M,1.5 m to 1.8 m [5' to 6'] shark
3493,1967,PAPUA NEW GUINEA,Spearfishing,32,Questionable incident,M,Questionable incident
3497,1967,AUSTRALIA,Freediving,15,Grey nurse shark,M,Grey nurse shark
3503,1967,USA,Standing on sandbar,19,small blacktip shark,M,small blacktip shark
3506,1967,ITALY,Scuba diving,21,2 m shark,M,2 m shark
3510,1967,PAPUA NEW GUINEA,Spearfishing,23,3.7 m [12'] shark,M,3.7 m [12'] shark
3511,1967,USA,Pulling shark from the water,24,5' blue shark,M,5' blue shark
3514,1967,AUSTRALIA,"Spearfishing, dived to pick up a float line",23,White shark,M,White shark
3518,1967,USA,Spearfishing,15,"Nurse shark, 106 cm, 28-lb, male ",M,"Nurse shark, 106 cm, 28-lb, male "
3519,1967,BAHAMAS,Photographing sharks underwater using Scuba,41,1.5 m to 1.8 m [5' to 6'] sandbar shark,M,1.5 m to 1.8 m [5' to 6'] sandbar shark
3523,1967,USA,Surfing,18,Questionable incident,M,Questionable incident
3524,1967,USA,Spearfishing,26,"Nurse shark, 1 m ",M,"Nurse shark, 1 m "
3527,1967,AUSTRALIA,Feeding a shark,22,Grey nurse shark,M,Grey nurse shark
3530,1967,SOUTH AFRICA,Spearfishing,32,"White shark, 3 m [10'] ",M,"White shark, 3 m [10'] "
3531,1967,AUSTRALIA,Spearfishing,36,Grey nurse shark,M,Grey nurse shark
3533,1967,NEW ZEALAND,Lifesaving drill,21,Thought to involve a white shark,M,Thought to involve a white shark
3539,1967,AUSTRALIA,Splashing,15,"""sand shark""",M,"""sand shark"""
3540,1966,AUSTRALIA,Fishing,30,2.1 m [7'] shark,M,2.1 m [7'] shark
3541,1966,AUSTRALIA,Spearfishing,29,"Grey nurse shark, 1.5 m [5'] ",M,"Grey nurse shark, 1.5 m [5'] "
3542,1966,AUSTRALIA,Spearfishing,19,"Grey nurse shark, 1.5 m [5']",M,"Grey nurse shark, 1.5 m [5']"
3544,1966,AUSTRALIA,Spearfishing,29,1.8 m [6'] shark,M,1.8 m [6'] shark
3547,1966,PAPUA NEW GUINEA,Swimming,13,3.7 m [12'] shark,F,3.7 m [12'] shark
3548,1966,PAPUA NEW GUINEA,Bathing,8,3.7 m [12'] shark,F,3.7 m [12'] shark
3549,1966,AUSTRALIA,"Free diving, carrying speargun",32,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",M,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun "
3553,1966,AUSTRALIA,Spearfishing,43,"Mako shark, 1.9 m [6.5'] ",M,"Mako shark, 1.9 m [6.5'] "
3554,1966,USA,Hunting crayfish ,14,"Nurse shark, 2.5' ",M,"Nurse shark, 2.5' "
3559,1966,NEW BRITAIN,Swimming,13,A pack of 6 sharks,F,A pack of 6 sharks
3560,1966,NEW BRITAIN,Diving into water,9,A pack of 6 sharks,F,A pack of 6 sharks
3561,1966,CROATIA,Swimming,33,White shark,M,White shark
3563,1966,ITALY,Attacked shark with fists,21,"""small shark""",M,"""small shark"""
3564,1966,USA,Spearfishing on Scuba,26,Invalid,M,Invalid
3565,1966,USA,Wading,8,Spinner or blacktip sharks,M,Spinner or blacktip sharks
3566,1966,USA,Diving for sand dollars,16,Lemon shark or sandtiger shark,M,Lemon shark or sandtiger shark
3567,1966,USA,Killing a shark,34,4' shark,M,4' shark
3571,1966,USA,Free diving,46,Invalid,M,Invalid
3573,1966,USA,Clamming,15,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",M,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day"
3574,1966,USA,Fishing,18,1.2 m [4'] hammerhead shark,M,1.2 m [4'] hammerhead shark
3575,1966,USA,Swimming,18,a small shark,M,a small shark
3579,1966,AUSTRALIA,Shipwreck,38,Believed white shark and other smaller species of sharks involved.,M,Believed white shark and other smaller species of sharks involved.
3580,1966,USA,Spearfishing / Scuba diving,24,Invalid,M,Invalid
3586,1966,AUSTRALIA,Treading water,13,"White shark, 2.5 m [8.25'], an immature female, previously injured",M,"White shark, 2.5 m [8.25'], an immature female, previously injured"
3587,1966,SOUTH AFRICA,Helping men land a shark,33,Copper shark,M,Copper shark
3589,1966,USA,Free diving / spearfishing (resting on the surface),29,"White shark, 3 m [10'] ",M,"White shark, 3 m [10'] "
